House Number,Street,First Name,Surname,Age,Relationship to Head of House,Marital Status,Gender,Occupation,Infirmity,Religion
91,Conifer Walks,Georgia,Begum,20,Daughter,Divorced,Female,University Student,None,Christian
91,Conifer Walks,Beth,Begum,16,Daughter,NA,Female,Student,None,NA
92,Conifer Walks,Adrian,Butler,70,Head,Widowed,Male,Retired Further education lecturer,None,None
93,Conifer Walks,Linda,Jackson,33,Head,Single,Female,"Administrator, Civil Service",None,None
93,Conifer Walks,Gerard,Roberts,36,Partner,Single,Male,Stage manager,None,None
93,Conifer Walks,Beverley,Jackson,9,Daughter,NA,Female,Student,None,NA
93,Conifer Walks,Aimee,Jackson,5,Adopted Daughter,NA,Female,Student,None,NA
93,Conifer Walks,Lewis,Jackson,1,Son,NA,Male,Child,None,NA
94,Conifer Walks,Rebecca,Thompson,31,Head,Single,Female,Therapeutic radiographer,None,Catholic
95,Conifer Walks,Nicholas,Brown,61,Head,Divorced,Male,Clinical cytogeneticist,None,Christian
95,Conifer Walks,Duncan,Brown,5,Grandson,NA,Male,Student,None,NA
96,Conifer Walks,Stephanie,Walker,36,Head,Divorced,Female,Unemployed,None,Catholic
96,Conifer Walks,Charlie,Walker,7,Son,NA,Male,Student,None,NA
97,Conifer Walks,Gary,Davies,39,Head,Single,Male,"Accountant, chartered certified",None,Methodist
97,Conifer Walks,June,Wood,36,Partner,Single,Female,Banker,None,Methodist
98,Conifer Walks,Samantha,Wright,50,Head,Married,Female,Pensions consultant,None,Christian
98,Conifer Walks,Ian,Wright,52,Husband,Married,Male,"Scientist, water quality",None,Christian
98,Conifer Walks,Beth,Wright,17,Neice,NA,Female,Student,None,NA
99,Conifer Walks,Abbie,Parry,34,Head,Single,Female,Unemployed,None,Christian
99,Conifer Walks,Cheryl,Parry,7,Daughter,NA,Female,Student,None,NA
99,Conifer Walks,Thomas,Parry,5,Son,NA,Male,Student,None,NA
100,Conifer Walks,Grace,Chapman,75,Head,Divorced,Female,Retired Interior and spatial designer,None,None
100,Conifer Walks,Charlene,Chapman,39,Daughter,Single,Female,Land/geomatics surveyor,None,None
101,Conifer Walks,Kayleigh,Scott,29,Head,Married,Female,Trade union research officer,None,None
101,Conifer Walks,Gerard,Scott,28,Husband,Married,Male,"Psychotherapist, child",None,None
102,Conifer Walks,Trevor,Riley,53,Head,Single,Male,Insurance account manager,None,None
102,Conifer Walks,Luke,Turner,39,None,Single,Male,Exhibition designer,None,Catholic
102,Conifer Walks,Gareth,Chapman,23,None,Single,Male,"Doctor, general practice",None,Methodist
102,Conifer Walks,Alex,Richardson,39,None,Single,Male,"Therapist, music",None,Christian
103,Conifer Walks,Debra,Wood,41,Head,Married,Female,"Production assistant, radio",None,None
103,Conifer Walks,Scott,Wood,42,Husband,Married,Male,"Engineer, electronics",None,None
103,Conifer Walks,Conor,Wood,17,Son,NA,Male,Student,None,NA
103,Conifer Walks,Lawrence,Wood,16,Son,NA,Male,Student,None,NA
103,Conifer Walks,Lee,Wood,12,Son,NA,Male,Student,None,NA
104,Conifer Walks,Chelsea,Miller,84,Head,Widowed,Female,Retired Haematologist,None,Catholic
104,Conifer Walks,Ronald,Miller,48,Son,Divorced,Male,Medical sales representative,None,Catholic
104,Conifer Walks,Allan,Miller,44,Son,Single,Male,"Designer, exhibition/display",None,Catholic
105,Conifer Walks,George,Carter,64,Head,Single,Male,Counsellor,None,Christian
106,Conifer Walks,Dennis,Perry,45,Head,Married,Male,"Surveyor, hydrographic",None,Catholic
106,Conifer Walks,Cheryl,Perry,42,Wife,Married,Female,"Engineer, civil (contracting)",None,Catholic
106,Conifer Walks,Kirsty,Perry,14,Daughter,NA,Female,Student,None,NA
107,Conifer Walks,Terry,Harris,72,Head,Married,Male,"Retired Research officer, trade union",None,Muslim
107,Conifer Walks,Jasmine,Harris,75,Wife,Married,Female,Retired Sports administrator,None,Muslim
107,Conifer Walks,Helen,Harris,42,Daughter,Single,Female,Chartered public finance accountant,None,Muslim
107,Conifer Walks,Paula,Harris,41,Daughter,Single,Female,Associate Professor,None,None
107,Conifer Walks,Chelsea,Harris,37,Daughter,Single,Female,Research scientist (physical sciences),None,None
108,Conifer Walks,Jeffrey,Ahmed,50,Head,Divorced,Male,"Administrator, charities/voluntary organisations",None,Catholic
1,Clearwater Drive,Andrea,Bailey,34,Head,Married,Female,"Surveyor, building control",None,Muslim
1,Clearwater Drive,Thomas,Bailey,40,Husband,Married,Male,Public librarian,None,Muslim
1,Clearwater Drive,Kathleen,Bailey,14,Daughter,NA,Female,Student,None,NA
2,Clearwater Drive,John,McDonald,39,Head,Married,Male,Copy,None,Christian
2,Clearwater Drive,Kayleigh,McDonald,38,Wife,Married,Female,"Librarian, academic",None,None
2,Clearwater Drive,Alexandra,McDonald,12,Daughter,NA,Female,Student,None,NA
2,Clearwater Drive,Naomi,McDonald,6,Daughter,NA,Female,Student,None,NA
3,Clearwater Drive,Jade,Bailey,39,Head,Married,Female,Race relations officer,None,Christian
3,Clearwater Drive,Derek,Bailey,42,Husband,Married,Male,Cartographer,None,None
3,Clearwater Drive,Irene,Bailey,6,Daughter,NA,Female,Student,None,NA
4,Clearwater Drive,Yvonne,Smart,65,Head,Married,Female,Art gallery manager,None,Christian
4,Clearwater Drive,Nigel,Smart,66,Husband,Married,Male,International aid/development worker,None,Christian
4,Clearwater Drive,Megan,White,21,Granddaughter,Single,Female,University Student,None,Christian
4,Clearwater Drive,Karen,Patel,19,Granddaughter,Single,Female,University Student,None,None
4,Clearwater Drive,Oliver,Patel,17,Grandson,NA,Male,Student,None,NA
4,Clearwater Drive,Joseph,Kirby,14,Grandson,NA,Male,Student,None,NA
5,Clearwater Drive,Wendy,Davis,38,Head,Married,Female,Firefighter,None,Christian
5,Clearwater Drive,Thomas,Davis,39,Husband,Married,Male,Contracting civil engineer,None,None
6,Clearwater Drive,Kate,Wells,40,Head,Single,Female,"Research officer, government",None,None
6,Clearwater Drive,Mark,Wells,12,Son,NA,Male,Student,None,NA
6,Clearwater Drive,Justin,Wells,5,Son,NA,Male,Student,None,NA
6,Clearwater Drive,William,Wells,2,Son,NA,Male,Child,None,NA
6,Clearwater Drive,Georgina,Anderson,45,Lodger,Divorced,Female,Trading standards officer,None,None
7,Clearwater Drive,Emily,Wilson,41,Head,Married,Female,Unemployed,None,None
7,Clearwater Drive,Jonathan,Wilson,41,Husband,Married,Male,Professor Emeritus,None,None
7,Clearwater Drive,Aaron,Wilson,15,Son,NA,Male,Student,None,NA
8,Clearwater Drive,Yvonne,Pearson,56,Head,Single,Female,"Designer, furniture",None,Christian
8,Clearwater Drive,Roger,Waters,56,Partner,Single,Male,Airline pilot,None,None
8,Clearwater Drive,Reece,Pearson,27,Son,Single,Male,Corporate investment banker,None,Christian
8,Clearwater Drive,Keith,Pearson,24,Son,Single,Male,Unemployed,None,Christian
8,Clearwater Drive,Beth,Pearson,13,Daughter,NA,Female,Student,None,NA
9,Clearwater Drive,Carole,Ford,59,Head,Divorced,Female,Chief Marketing Officer,None,Christian
9,Clearwater Drive,Richard,Ford,9,Grandson,NA,Male,Student,None,NA
9,Clearwater Drive,Georgina,Webb,3,Granddaughter,NA,Female,Child,None,NA
9,Clearwater Drive,Rosie,Webb,2,Granddaughter,NA,Female,Child,None,NA
9,Clearwater Drive,David,Brown,0,Grandson,NA,Male,Child,None,NA
10,Clearwater Drive,Lisa,Robson,30,Head,Married,Female,Armed forces logistics/support/administrative officer,None,Catholic
10,Clearwater Drive,Sean,Robson,29,Husband,Married,Male,TEFL teacher,None,Catholic
10,Clearwater Drive,Lynne,Robson,4,Daughter,NA,Female,Child,None,NA
10,Clearwater Drive,Adam,Robson,1,Son,NA,Male,Child,None,NA
10,Clearwater Drive,Jack,Davis,55,Lodger,Divorced,Male,Advertising art director,None,Methodist
11,Clearwater Drive,Arthur,Parker,50,Head,Married,Male,Exhibition designer,None,None
11,Clearwater Drive,Georgia,Parker,50,Wife,Married,Female,"Engineer, chemical",None,None
11,Clearwater Drive,Grace,Parker,2,Granddaughter,NA,Female,Child,None,NA
12,Clearwater Drive,Megan,Coates,45,Head,Married,Female,"Teacher, primary school",None,Sikh
12,Clearwater Drive,Jonathan,Coates,49,Husband,Married,Male,Sports administrator,None,Sikh
12,Clearwater Drive,Arthur,Coates,19,Son,Single,Male,University Student,None,Sikh
12,Clearwater Drive,Barbara,Coates,13,Daughter,NA,Female,Student,None,NA
13,Clearwater Drive,John,Johnson,22,Head,Single,Male,University Student,None,None
14,Clearwater Drive,Victoria,Cooper,26,Head,Single,Female,Unemployed,None,None
14,Clearwater Drive,Patricia,Cooper,2,Daughter,NA,Female,Child,None,NA
14,Clearwater Drive,Chelsea,Cooper,1,Daughter,NA,Female,Child,None,NA
15,Clearwater Drive,Charles,Begum,21,Head,Divorced,Male,University Student,None,None
15,Clearwater Drive,Sophie,Ali,55,Sibling,Single,Female,"Scientist, forensic",None,None
15,Clearwater Drive,Joshua,Riley,50,Lodger,Divorced,Male,Community education officer,None,None
15,Clearwater Drive,Shannon,Robinson,60,Lodger,Single,Female,"Therapist, art",None,Methodist
16,Clearwater Drive,Paula,Brown,47,Head,Single,Female,"Therapist, drama",None,Methodist
16,Clearwater Drive,Hannah,Brown,12,Daughter,NA,Female,Student,None,NA
16,Clearwater Drive,Marilyn,Brown,9,Daughter,NA,Female,Student,None,NA
17,Clearwater Drive,Sylvia,Robinson,44,Head,Divorced,Female,"Therapist, nutritional",None,Catholic
17,Clearwater Drive,Jeremy,Robinson,13,Son,NA,Male,Student,None,NA
17,Clearwater Drive,Lorraine,Robinson,11,Daughter,NA,Female,Student,None,NA
18,Clearwater Drive,Charlene,Price,50,Head,Married,Female,Applications developer,None,Christian
18,Clearwater Drive,Gareth,Price,52,Husband,Married,Male,"Exhibitions officer, museum/gallery",None,Christian
18,Clearwater Drive,Lee,Price,20,Son,Single,Male,Data processing manager,None,Christian
18,Clearwater Drive,Terry,Price,14,Son,NA,Male,Student,None,NA
19,Clearwater Drive,Linda,Hyde,45,Head,Married,Female,Unemployed,None,None
19,Clearwater Drive,Bryan,Hyde,52,Husband,Married,Male,Chartered legal executive (England and Wales),None,None
19,Clearwater Drive,Connor,Hyde,15,Son,NA,Male,Student,None,NA
20,Clearwater Drive,Megan,Wright,61,Head,Married,Female,Water quality scientist,None,Christian
20,Clearwater Drive,Toby,Wright,60,Husband,Married,Male,Research scientist (physical sciences),None,Christian
20,Clearwater Drive,Dennis,Wright,31,Son,Single,Male,"Designer, textile",None,Christian
1,Mustard Roads,Julian,Myers,58,Head,Divorced,Male,Graphic designer,None,Christian
1,Mustard Roads,Angela,Myers,19,Daughter,Single,Female,University Student,None,Christian
1,Mustard Roads,Damien,Myers,15,Son,NA,Male,Student,None,NA
1,Mustard Roads,Stuart,Myers,13,Son,NA,Male,Student,None,NA
2,Mustard Roads,Hilary,Martin,70,Head,Married,Female,Retired Housing manager/officer,None,Christian
2,Mustard Roads,John,Martin,71,Husband,Married,Male,Retired Mechanical engineer,None,Christian
2,Mustard Roads,Arthur,Martin,29,Son,Single,Male,"Development worker, community",None,Christian
2,Mustard Roads,Jessica,Martin,26,Daughter,Divorced,Female,Planning and development surveyor,None,Christian
2,Mustard Roads,Richard,Martin,23,Son,Single,Male,Tourism officer,None,Christian
2,Mustard Roads,Jake,White-Martin,0,Son,NA,Male,Child,None,NA
3,Mustard Roads,Rachel,Stewart,58,Head,Married,Female,Museum/gallery exhibitions officer,None,None
3,Mustard Roads,Philip,Stewart,60,Husband,Married,Male,"Therapist, speech and language",None,None
3,Mustard Roads,Kim,Stewart,17,Daughter,NA,Female,Student,None,NA
4,Mustard Roads,Valerie,Davey,35,Head,Single,Female,Multimedia programmer,None,Christian
4,Mustard Roads,Graham,Davey,10,Son,NA,Male,Student,None,NA
5,Mustard Roads,Andrea,Kennedy,63,Head,Married,Female,"Runner, broadcasting/film/video",None,Christian
5,Mustard Roads,Michael,Kennedy,66,Husband,Married,Male,"Horticulturist, amenity",None,None
5,Mustard Roads,Naomi,Kennedy,33,Daughter,Divorced,Female,"Therapist, speech and language",None,Christian
5,Mustard Roads,Pauline,Kennedy,31,Daughter,Single,Female,IT consultant,None,Christian
6,Mustard Roads,Samantha,Hunt,43,Head,Divorced,Female,Risk manager,None,None
6,Mustard Roads,Amy,Hunt,21,Daughter,Single,Female,University Student,None,None
6,Mustard Roads,Helen,Hunt,20,Daughter,Single,Female,University Student,None,None
6,Mustard Roads,Geoffrey,Hunt,16,Son,NA,Male,Student,None,NA
6,Mustard Roads,Sam,Hunt,11,Son,NA,Male,Student,None,NA
7,Mustard Roads,Alexandra,Payne,35,Head,Single,Female,Recruitment consultant,None,None
7,Mustard Roads,Sheila,Davies,44,None,Widowed,Female,"Engineer, civil (contracting)",None,Christian
7,Mustard Roads,Kirsty,Rees,34,None,Single,Female,Financial controller,None,None
7,Mustard Roads,Katherine,Shah,54,None,Single,Female,Firefighter,None,Methodist
8,Mustard Roads,Bethany,Pearson,70,Head,Widowed,Female,Retired Technical author,None,Christian
8,Mustard Roads,Valerie,Pearson,49,Daughter,Single,Female,Lawyer,None,Christian
9,Mustard Roads,Stacey,Goodwin,40,Head,Single,Female,Airline pilot,None,None
9,Mustard Roads,Kim,Goodwin,18,Daughter,Single,Female,Student,None,None
9,Mustard Roads,Donna,Goodwin,15,Daughter,NA,Female,Student,None,NA
9,Mustard Roads,Vincent,Goodwin,12,Son,NA,Male,Student,None,NA
10,Mustard Roads,Michelle,Bates,36,Head,Single,Female,Television floor manager,None,Methodist
10,Mustard Roads,Mary,Begum,38,None,Single,Female,Hydrogeologist,None,Christian
10,Mustard Roads,Gregory,Nolan,35,None,Single,Male,Lexicographer,None,None
10,Mustard Roads,Diane,Davies,47,None,Single,Female,Chief Executive Officer,None,Catholic
11,Mustard Roads,Katie,Cox,47,Head,Single,Female,Unemployed,None,None
11,Mustard Roads,Sandra,Cox,17,Daughter,NA,Female,Student,None,NA
11,Mustard Roads,Dean,Cox,13,Son,NA,Male,Student,None,NA
11,Mustard Roads,Alice,Cox,5,Daughter,NA,Female,Student,None,NA
12,Mustard Roads,Kathryn,Barry,33,Head,Single,Female,Health and safety adviser,None,None
12,Mustard Roads,Gordon,Edwards,35,Partner,Single,Male,"Production assistant, television",None,None
12,Mustard Roads,Jean,Dunn-Barry,3,Daughter,NA,Female,Child,None,NA
13,Mustard Roads,Paige,Dawson,25,Head,Divorced,Female,Unemployed,None,None
13,Mustard Roads,Maria,Dawson,4,Daughter,NA,Female,Child,None,NA
13,Mustard Roads,David,Dawson,0,Son,NA,Male,Child,None,NA
13,Mustard Roads,Elaine,Powell,24,Lodger,Divorced,Female,Community arts worker,None,None
13,Mustard Roads,Diane,Butcher,49,Lodger,Single,Female,"Development worker, community",None,Methodist
13,Mustard Roads,Joshua,Brookes,40,Lodger,Single,Male,Research scientist (life sciences),None,Christian
14,Mustard Roads,Rachael,Thomas,37,Head,Single,Female,Unemployed,None,None
14,Mustard Roads,Rosie,Thomas,10,Daughter,NA,Female,Student,None,NA
14,Mustard Roads,Neil,Thomas,4,Son,NA,Male,Child,None,NA
14,Mustard Roads,Nicole,Thomas,3,Daughter,NA,Female,Child,None,NA
14,Mustard Roads,Chelsea,Baker,23,Lodger,Single,Female,Unemployed,None,Catholic
15,Mustard Roads,Alison,Bolton,36,Head,Single,Female,Pensions consultant,None,None
15,Mustard Roads,Adrian,Williams,33,Partner,Single,Male,Barrister,None,None
15,Mustard Roads,Clare,Bolton,3,Daughter,NA,Female,Child,None,NA
16,Mustard Roads,Katherine,Lowe,64,Head,Single,Female,Dentist,None,Christian
16,Mustard Roads,Connor,Woodward,54,None,Single,Male,Landscape architect,None,Christian
16,Mustard Roads,Stacey,Stone,31,None,Single,Female,Radio producer,None,Catholic
16,Mustard Roads,Howard,Hussain,42,None,Single,Male,Health visitor,None,Christian
17,Mustard Roads,Wendy,Weston,53,Head,Married,Female,Podiatrist,None,None
17,Mustard Roads,Iain,Weston,55,Husband,Married,Male,IT consultant,None,None
17,Mustard Roads,Russell,Weston,29,Son,Single,Male,English as a second language teacher,None,None
17,Mustard Roads,Karen,Weston,28,Daughter,Single,Female,Unemployed,None,None
18,Mustard Roads,Abbie,Murphy,35,Head,Married,Female,Glass blower/designer,None,None
18,Mustard Roads,Colin,Murphy,37,Husband,Married,Male,"Engineer, civil (contracting)",None,None
18,Mustard Roads,Denise,Murphy,13,Daughter,NA,Female,Student,None,NA
18,Mustard Roads,Alice,Murphy,13,Daughter,NA,Female,Student,None,NA
19,Mustard Roads,Sophie,Young,56,Head,Married,Female,Automotive engineer,None,None
19,Mustard Roads,Hugh,Young,58,Husband,Married,Male,Plant breeder/geneticist,None,None
19,Mustard Roads,Shannon,Young,47,Daughter,Single,Female,Web designer,None,None
19,Mustard Roads,Angela,Young,43,Daughter,Single,Female,Unemployed,None,None
19,Mustard Roads,Beverley,Young,43,Daughter,Single,Female,Geophysical data processor,None,None
19,Mustard Roads,Stewart,Young,43,Son,Single,Male,Publishing rights manager,None,None
20,Mustard Roads,Katie,Wilkinson,56,Head,Married,Female,"Teacher, adult education",None,Christian
20,Mustard Roads,Declan,Wilkinson,60,Husband,Married,Male,Tax adviser,None,Christian
20,Mustard Roads,Jacqueline,Wilkinson,17,Daughter,NA,Female,Student,None,NA
20,Mustard Roads,Chelsea,Bailey-Wilkinson,17,Daughter,NA,Female,Student,None,NA
21,Mustard Roads,Bethany,Wilson,39,Head,Divorced,Female,Environmental consultant,None,Methodist
21,Mustard Roads,Shirley,Wilson,10,Daughter,NA,Female,Student,None,NA
21,Mustard Roads,Janice,Wilson,6,Daughter,NA,Female,Student,None,NA
21,Mustard Roads,Margaret,Wilson,1,Daughter,NA,Female,Child,None,NA
22,Mustard Roads,Jenna,Jones,34,Head,Single,Female,Community education officer,None,Catholic
22,Mustard Roads,Matthew,Martin,36,Partner,Single,Male,Tour manager,None,Catholic
22,Mustard Roads,Kathleen,Jones,16,Daughter,NA,Female,Student,None,NA
22,Mustard Roads,Sian,Jones,9,Daughter,NA,Female,Student,None,NA
23,Mustard Roads,Kim,Brown,29,Head,Single,Female,Unemployed,None,Catholic
23,Mustard Roads,Howard,Brown,0,Son,NA,Male,Child,None,NA
23,Mustard Roads,Hollie,Norris,19,Lodger,Divorced,Female,University Student,None,None
23,Mustard Roads,Denise,Richards,42,Lodger,Divorced,Female,Intelligence analyst,None,None
24,Mustard Roads,Jenna,Watson,51,Head,Married,Female,Herpetologist,None,None
24,Mustard Roads,Geoffrey,Watson,60,Husband,Married,Male,Sub,None,None
24,Mustard Roads,Sandra,Watson,14,Daughter,NA,Female,Student,None,NA
25,Mustard Roads,Amy,Powell,44,Head,Married,Female,Automotive engineer,None,None
25,Mustard Roads,Clifford,Powell,44,Husband,Married,Male,Catering manager,None,None
25,Mustard Roads,Georgia,Powell,15,Daughter,NA,Female,Student,None,NA
26,Mustard Roads,Megan,Haynes,37,Head,Married,Female,Telecommunications researcher,None,Catholic
26,Mustard Roads,Lewis,Haynes,40,Husband,Married,Male,Furniture conservator/restorer,None,Catholic
26,Mustard Roads,Charlene,Haynes,5,Daughter,NA,Female,Student,None,NA
26,Mustard Roads,Dennis,Haynes,1,Son,NA,Male,Child,None,NA
26,Mustard Roads,Jane,Thomas,28,Lodger,Single,Female,Records manager,None,None
27,Mustard Roads,Pamela,Brown,37,Head,Single,Female,Phytotherapist,None,Catholic
27,Mustard Roads,William,Lawrence,40,Partner,Single,Male,"Therapist, sports",None,None
